Messung,Latenz_tz, Latenz_ns
11180, 84, 28.00
11181, 84, 28.00
11182, 86, 28.67
11183, 88, 29.33
11184, 83, 27.67
11185, 81, 27.00
11186, 83, 27.67
11187, 83, 27.67
11188, 89, 29.67
11189, 87, 29.00
11190, 89, 29.67
11191, 89, 29.67
11192, 87, 29.00
11193, 87, 29.00
11194, 87, 29.00
11195, 89, 29.67
11196, 89, 29.67
11197, 89, 29.67
11198, 85, 28.33
11199, 87, 29.00
11200, 83, 27.67
11201, 88, 29.33
11202, 88, 29.33
11203, 86, 28.67
11204, 82, 27.33
11205, 84, 28.00
11206, 86, 28.67
11207, 86, 28.67
11208, 86, 28.67
11209, 88, 29.33
11210, 83, 27.67
11211, 81, 27.00
11212, 83, 27.67
11213, 83, 27.67
11214, 83, 27.67
11215, 87, 29.00
11216, 89, 29.67
11217, 89, 29.67
11218, 87, 29.00
11219, 87, 29.00
11220, 87, 29.00
11221, 89, 29.67
11222, 89, 29.67
11223, 89, 29.67
11224, 89, 29.67
11225, 89, 29.67
11226, 83, 27.67
11227, 88, 29.33
11228, 88, 29.33
11229, 88, 29.33
11230, 88, 29.33
11231, 88, 29.33
11232, 84, 28.00
11233, 86, 28.67
11234, 82, 27.33
11235, 88, 29.33
11236, 87, 29.00
11237, 87, 29.00
11238, 85, 28.33
11239, 83, 27.67
11240, 83, 27.67
11241, 85, 28.33
11242, 89, 29.67
11243, 89, 29.67
11244, 87, 29.00
11245, 87, 29.00
11246, 87, 29.00
11247, 89, 29.67
11248, 85, 28.33
11249, 85, 28.33
11250, 85, 28.33
11251, 87, 29.00
11252, 83, 27.67
11253, 88, 29.33
11254, 88, 29.33
11255, 84, 28.00
11256, 88, 29.33
11257, 84, 28.00
11258, 86, 28.67
11259, 86, 28.67
11260, 86, 28.67
11261, 88, 29.33
11262, 87, 29.00
11263, 83, 27.67
11264, 83, 27.67
11265, 87, 29.00
11266, 85, 28.33
11267, 85, 28.33
11268, 85, 28.33
11269, 85, 28.33
11270, 85, 28.33
11271, 87, 29.00
11272, 87, 29.00
11273, 83, 27.67
11274, 83, 27.67
11275, 89, 29.67
11276, 89, 29.67
11277, 85, 28.33
11278, 86, 28.67
11279, 84, 28.00
11280, 88, 29.33
11281, 88, 29.33
11282, 88, 29.33
11283, 84, 28.00
11284, 86, 28.67
11285, 86, 28.67
11286, 86, 28.67
11287, 88, 29.33
11288, 83, 27.67
11289, 81, 27.00
11290, 83, 27.67
11291, 91, 30.33
11292, 87, 29.00
11293, 85, 28.33
11294, 89, 29.67
11295, 87, 29.00
11296, 87, 29.00
11297, 85, 28.33
11298, 83, 27.67
11299, 83, 27.67
11300, 85, 28.33
11301, 89, 29.67
11302, 85, 28.33
11303, 84, 28.00
11304, 88, 29.33
11305, 88, 29.33
11306, 84, 28.00
11307, 82, 27.33
11308, 86, 28.67
11309, 86, 28.67
11310, 86, 28.67
11311, 88, 29.33
11312, 83, 27.67
11313, 81, 27.00
11314, 89, 29.67
11315, 91, 30.33
11316, 89, 29.67
11317, 83, 27.67
11318, 85, 28.33
11319, 85, 28.33
11320, 87, 29.00
11321, 87, 29.00
11322, 89, 29.67
11323, 183, 61.00
11324, 85, 28.33
11325, 85, 28.33
11326, 85, 28.33
11327, 83, 27.67
11328, 81, 27.00
11329, 87, 29.00
11330, 85, 28.33
11331, 83, 27.67
11332, 83, 27.67
11333, 85, 28.33
11334, 87, 29.00
11335, 85, 28.33
11336, 83, 27.67
11337, 83, 27.67
11338, 85, 28.33
11339, 83, 27.67
11340, 84, 28.00
11341, 86, 28.67
11342, 84, 28.00
11343, 84, 28.00
11344, 82, 27.33
11345, 84, 28.00
11346, 82, 27.33
11347, 80, 26.67
11348, 86, 28.67
11349, 81, 27.00
11350, 81, 27.00
11351, 79, 26.33
11352, 81, 27.00
11353, 87, 29.00
11354, 87, 29.00
11355, 85, 28.33
11356, 87, 29.00
11357, 83, 27.67
11358, 81, 27.00
11359, 87, 29.00
11360, 81, 27.00
11361, 81, 27.00
11362, 87, 29.00
11363, 83, 27.67
11364, 81, 27.00
11365, 88, 29.33
11366, 84, 28.00
11367, 84, 28.00
11368, 82, 27.33
11369, 80, 26.67
11370, 84, 28.00
11371, 84, 28.00
11372, 86, 28.67
11373, 81, 27.00
11374, 85, 28.33
11375, 87, 29.00
11376, 83, 27.67
11377, 83, 27.67
11378, 85, 28.33
11379, 83, 27.67
11380, 83, 27.67
11381, 81, 27.00
11382, 83, 27.67
11383, 85, 28.33
11384, 87, 29.00
11385, 83, 27.67
11386, 85, 28.33
11387, 83, 27.67
11388, 84, 28.00
11389, 82, 27.33
11390, 86, 28.67
11391, 86, 28.67
11392, 84, 28.00
11393, 80, 26.67
11394, 84, 28.00
11395, 86, 28.67
11396, 81, 27.00
11397, 85, 28.33
11398, 87, 29.00
11399, 83, 27.67
11400, 83, 27.67
11401, 81, 27.00
11402, 87, 29.00
11403, 85, 28.33
11404, 83, 27.67
11405, 83, 27.67
11406, 81, 27.00
11407, 81, 27.00
11408, 83, 27.67
11409, 85, 28.33
11410, 81, 27.00
11411, 86, 28.67
11412, 86, 28.67
11413, 82, 27.33
11414, 84, 28.00
11415, 82, 27.33
11416, 82, 27.33
11417, 82, 27.33
11418, 85, 28.33
11419, 81, 27.00
11420, 79, 26.33
11421, 89, 29.67
11422, 87, 29.00
11423, 83, 27.67
11424, 83, 27.67
11425, 85, 28.33
11426, 85, 28.33
11427, 83, 27.67
11428, 81, 27.00
11429, 87, 29.00
11430, 83, 27.67
11431, 85, 28.33
11432, 83, 27.67
11433, 82, 27.33
11434, 86, 28.67
11435, 86, 28.67
11436, 86, 28.67
11437, 80, 26.67
11438, 84, 28.00
11439, 84, 28.00
11440, 83, 27.67
11441, 85, 28.33
11442, 81, 27.00
11443, 81, 27.00
11444, 87, 29.00
11445, 83, 27.67
11446, 83, 27.67
11447, 83, 27.67
11448, 83, 27.67
11449, 85, 28.33
11450, 87, 29.00
11451, 81, 27.00
11452, 81, 27.00
11453, 85, 28.33
11454, 83, 27.67
11455, 81, 27.00
11456, 88, 29.33
11457, 84, 28.00
11458, 82, 27.33
11459, 84, 28.00
11460, 82, 27.33
11461, 84, 28.00
11462, 82, 27.33
11463, 85, 28.33
11464, 81, 27.00
11465, 87, 29.00
11466, 83, 27.67
11467, 87, 29.00
11468, 81, 27.00
11469, 83, 27.67
11470, 85, 28.33
11471, 83, 27.67
11472, 81, 27.00
11473, 87, 29.00
11474, 83, 27.67
11475, 85, 28.33
11476, 83, 27.67
11477, 82, 27.33
11478, 86, 28.67
11479, 86, 28.67
11480, 78, 26.00
11481, 82, 27.33
11482, 84, 28.00
11483, 82, 27.33
11484, 83, 27.67
11485, 85, 28.33
11486, 81, 27.00
11487, 81, 27.00
11488, 87, 29.00
11489, 87, 29.00
11490, 81, 27.00
11491, 83, 27.67
11492, 85, 28.33
11493, 83, 27.67
11494, 81, 27.00
11495, 87, 29.00
11496, 87, 29.00
11497, 87, 29.00
11498, 83, 27.67
11499, 81, 27.00
11500, 86, 28.67
11501, 86, 28.67
11502, 86, 28.67
11503, 78, 26.00
11504, 82, 27.33
11505, 84, 28.00
11506, 82, 27.33
11507, 83, 27.67
11508, 85, 28.33
11509, 85, 28.33
11510, 83, 27.67
11511, 81, 27.00
11512, 87, 29.00
11513, 85, 28.33
11514, 87, 29.00
11515, 85, 28.33
11516, 85, 28.33
11517, 85, 28.33
11518, 81, 27.00
11519, 81, 27.00
11520, 81, 27.00
11521, 85, 28.33
11522, 83, 27.67
11523, 84, 28.00
11524, 86, 28.67
11525, 82, 27.33
11526, 86, 28.67
11527, 84, 28.00
11528, 82, 27.33
11529, 80, 26.67
11530, 86, 28.67
11531, 81, 27.00
11532, 81, 27.00
11533, 79, 26.33
11534, 89, 29.67
11535, 87, 29.00
11536, 83, 27.67
11537, 83, 27.67
11538, 85, 28.33
11539, 85, 28.33
11540, 83, 27.67
11541, 81, 27.00
11542, 81, 27.00
11543, 81, 27.00
11544, 87, 29.00
11545, 85, 28.33
11546, 81, 27.00
11547, 86, 28.67
11548, 86, 28.67
11549, 82, 27.33
11550, 84, 28.00
11551, 82, 27.33
11552, 84, 28.00
11553, 82, 27.33
11554, 86, 28.67
11555, 81, 27.00
11556, 81, 27.00
11557, 87, 29.00
11558, 83, 27.67
11559, 83, 27.67
11560, 85, 28.33
11561, 87, 29.00
11562, 85, 28.33
11563, 83, 27.67
11564, 83, 27.67
11565, 85, 28.33
11566, 87, 29.00
11567, 87, 29.00
11568, 85, 28.33
11569, 83, 27.67
11570, 81, 27.00
11571, 88, 29.33
11572, 82, 27.33
11573, 86, 28.67
11574, 86, 28.67
11575, 82, 27.33
11576, 80, 26.67
11577, 86, 28.67
11578, 85, 28.33
11579, 81, 27.00
11580, 79, 26.33
11581, 81, 27.00
11582, 87, 29.00
11583, 87, 29.00
11584, 81, 27.00
11585, 83, 27.67
11586, 83, 27.67
11587, 81, 27.00
11588, 87, 29.00
11589, 85, 28.33
11590, 87, 29.00
11591, 83, 27.67
11592, 85, 28.33
11593, 83, 27.67
11594, 84, 28.00
11595, 86, 28.67
11596, 84, 28.00
11597, 82, 27.33
11598, 84, 28.00
11599, 82, 27.33
11600, 84, 28.00
11601, 82, 27.33
11602, 83, 27.67
11603, 85, 28.33
11604, 85, 28.33
11605, 87, 29.00
11606, 89, 29.67
11607, 87, 29.00
11608, 83, 27.67
11609, 83, 27.67
11610, 83, 27.67
11611, 83, 27.67
11612, 81, 27.00
11613, 83, 27.67
11614, 81, 27.00
11615, 87, 29.00
11616, 87, 29.00
11617, 85, 28.33
11618, 83, 27.67
11619, 81, 27.00
11620, 86, 28.67
11621, 86, 28.67
11622, 82, 27.33
11623, 84, 28.00
11624, 82, 27.33
11625, 84, 28.00
11626, 82, 27.33
11627, 86, 28.67
11628, 81, 27.00
11629, 85, 28.33
11630, 87, 29.00
11631, 89, 29.67
11632, 85, 28.33
11633, 81, 27.00
11634, 83, 27.67
11635, 85, 28.33
11636, 83, 27.67
11637, 83, 27.67
11638, 81, 27.00
11639, 87, 29.00
11640, 87, 29.00
11641, 87, 29.00
11642, 83, 27.67
11643, 83, 27.67
11644, 82, 27.33
11645, 90, 30.00
11646, 84, 28.00
11647, 82, 27.33
11648, 84, 28.00
11649, 82, 27.33
11650, 84, 28.00
11651, 84, 28.00
11652, 86, 28.67
11653, 81, 27.00
11654, 85, 28.33
11655, 87, 29.00
11656, 89, 29.67
11657, 87, 29.00
11658, 83, 27.67
11659, 83, 27.67
11660, 83, 27.67
11661, 83, 27.67
11662, 85, 28.33
11663, 87, 29.00
11664, 85, 28.33
11665, 87, 29.00
11666, 87, 29.00
11667, 87, 29.00
11668, 83, 27.67
11669, 81, 27.00
11670, 88, 29.33
11671, 82, 27.33
11672, 86, 28.67
11673, 84, 28.00
11674, 82, 27.33
11675, 100, 33.33
11676, 88, 29.33
11677, 82, 27.33
11678, 86, 28.67
11679, 84, 28.00
11680, 82, 27.33
11681, 82, 27.33
11682, 82, 27.33
11683, 86, 28.67
11684, 81, 27.00
11685, 81, 27.00
11686, 87, 29.00
11687, 89, 29.67
11688, 87, 29.00
11689, 87, 29.00
11690, 81, 27.00
11691, 83, 27.67
11692, 83, 27.67
11693, 81, 27.00
11694, 83, 27.67
11695, 81, 27.00
11696, 81, 27.00
11697, 87, 29.00
11698, 87, 29.00
11699, 85, 28.33
11700, 83, 27.67
11701, 81, 27.00
11702, 88, 29.33
11703, 84, 28.00
11704, 82, 27.33
11705, 84, 28.00
11706, 82, 27.33
11707, 84, 28.00
11708, 82, 27.33
11709, 83, 27.67
11710, 85, 28.33
11711, 85, 28.33
11712, 83, 27.67
11713, 81, 27.00
11714, 83, 27.67
11715, 81, 27.00
11716, 83, 27.67
11717, 83, 27.67
11718, 83, 27.67
11719, 83, 27.67
11720, 85, 28.33
11721, 87, 29.00
11722, 85, 28.33
11723, 87, 29.00
11724, 83, 27.67
11725, 85, 28.33
11726, 83, 27.67
11727, 84, 28.00
11728, 86, 28.67
11729, 84, 28.00
11730, 84, 28.00
11731, 82, 27.33
11732, 80, 26.67
11733, 84, 28.00
11734, 84, 28.00
11735, 86, 28.67
11736, 85, 28.33
11737, 85, 28.33
11738, 81, 27.00
11739, 81, 27.00
11740, 81, 27.00
11741, 83, 27.67
11742, 81, 27.00
11743, 83, 27.67
11744, 83, 27.67
11745, 85, 28.33
11746, 85, 28.33
11747, 81, 27.00
11748, 81, 27.00
11749, 81, 27.00
11750, 83, 27.67
11751, 85, 28.33
11752, 83, 27.67
11753, 81, 27.00
11754, 86, 28.67
11755, 86, 28.67
11756, 86, 28.67
11757, 82, 27.33
11758, 84, 28.00
11759, 82, 27.33
11760, 82, 27.33
11761, 82, 27.33
11762, 86, 28.67
11763, 81, 27.00
11764, 85, 28.33
11765, 85, 28.33
11766, 87, 29.00
11767, 83, 27.67
11768, 83, 27.67
11769, 81, 27.00
11770, 87, 29.00
11771, 85, 28.33
11772, 85, 28.33
11773, 83, 27.67
11774, 81, 27.00
11775, 81, 27.00
11776, 81, 27.00
11777, 83, 27.67
11778, 85, 28.33
11779, 83, 27.67
11780, 81, 27.00
11781, 86, 28.67
11782, 86, 28.67
11783, 86, 28.67
11784, 86, 28.67
11785, 84, 28.00
11786, 82, 27.33
11787, 84, 28.00
11788, 84, 28.00
11789, 86, 28.67
11790, 81, 27.00
11791, 81, 27.00
11792, 79, 26.33
11793, 81, 27.00
11794, 81, 27.00
11795, 83, 27.67
11796, 81, 27.00
11797, 83, 27.67
11798, 83, 27.67
11799, 83, 27.67
11800, 81, 27.00
11801, 87, 29.00
11802, 85, 28.33
11803, 87, 29.00
11804, 87, 29.00
11805, 87, 29.00
11806, 85, 28.33
11807, 83, 27.67
11808, 84, 28.00
11809, 86, 28.67
11810, 84, 28.00
11811, 84, 28.00
11812, 82, 27.33
11813, 84, 28.00
11814, 80, 26.67
11815, 84, 28.00
11816, 86, 28.67
11817, 81, 27.00
11818, 81, 27.00
11819, 79, 26.33
11820, 81, 27.00
11821, 81, 27.00
11822, 87, 29.00
11823, 85, 28.33
11824, 87, 29.00
11825, 85, 28.33
11826, 85, 28.33
11827, 85, 28.33
11828, 81, 27.00
11829, 81, 27.00
11830, 87, 29.00
11831, 87, 29.00
11832, 85, 28.33
11833, 81, 27.00
11834, 86, 28.67
11835, 210, 70.00
11836, 88, 29.33
11837, 86, 28.67
11838, 84, 28.00
11839, 84, 28.00
11840, 86, 28.67
11841, 88, 29.33
11842, 83, 27.67
11843, 81, 27.00
11844, 83, 27.67
11845, 83, 27.67
11846, 89, 29.67
11847, 87, 29.00
11848, 85, 28.33
11849, 85, 28.33
11850, 87, 29.00
11851, 87, 29.00
11852, 89, 29.67
11853, 85, 28.33
11854, 85, 28.33
11855, 85, 28.33
11856, 87, 29.00
11857, 83, 27.67
11858, 88, 29.33
11859, 90, 30.00
11860, 86, 28.67
11861, 84, 28.00
11862, 86, 28.67
11863, 82, 27.33
11864, 86, 28.67
11865, 86, 28.67
11866, 88, 29.33
11867, 87, 29.00
11868, 87, 29.00
11869, 89, 29.67
11870, 89, 29.67
11871, 85, 28.33
11872, 85, 28.33
11873, 85, 28.33
11874, 85, 28.33
11875, 85, 28.33
11876, 87, 29.00
11877, 85, 28.33
11878, 83, 27.67
11879, 83, 27.67
11880, 89, 29.67
11881, 87, 29.00
11882, 85, 28.33
11883, 86, 28.67
11884, 84, 28.00
11885, 88, 29.33
11886, 88, 29.33
11887, 88, 29.33
11888, 84, 28.00
11889, 86, 28.67
11890, 84, 28.00
11891, 86, 28.67
11892, 85, 28.33
11893, 87, 29.00
11894, 89, 29.67
11895, 85, 28.33
11896, 83, 27.67
11897, 85, 28.33
11898, 89, 29.67
11899, 89, 29.67
11900, 87, 29.00
11901, 87, 29.00
11902, 87, 29.00
11903, 89, 29.67
11904, 85, 28.33
11905, 85, 28.33
11906, 85, 28.33
11907, 85, 28.33
11908, 84, 28.00
11909, 88, 29.33
11910, 88, 29.33
11911, 84, 28.00
11912, 82, 27.33
11913, 86, 28.67
11914, 86, 28.67
11915, 86, 28.67
11916, 85, 28.33
11917, 87, 29.00
11918, 89, 29.67
11919, 85, 28.33
11920, 83, 27.67
11921, 85, 28.33
11922, 89, 29.67
11923, 89, 29.67
11924, 87, 29.00
11925, 85, 28.33
11926, 85, 28.33
11927, 83, 27.67
11928, 89, 29.67
11929, 89, 29.67
11930, 89, 29.67
11931, 83, 27.67
11932, 88, 29.33
11933, 90, 30.00
11934, 86, 28.67
11935, 82, 27.33
11936, 84, 28.00
11937, 86, 28.67
11938, 84, 28.00
11939, 86, 28.67
11940, 88, 29.33
11941, 83, 27.67
11942, 89, 29.67
11943, 85, 28.33
11944, 83, 27.67
11945, 85, 28.33
11946, 85, 28.33
11947, 89, 29.67
11948, 87, 29.00
11949, 87, 29.00
11950, 85, 28.33
11951, 83, 27.67
11952, 89, 29.67
11953, 89, 29.67
11954, 87, 29.00
11955, 83, 27.67
11956, 88, 29.33
11957, 88, 29.33
11958, 84, 28.00
11959, 88, 29.33
11960, 86, 28.67
11961, 84, 28.00
11962, 82, 27.33
11963, 88, 29.33
11964, 87, 29.00
11965, 87, 29.00
11966, 89, 29.67
11967, 89, 29.67
11968, 85, 28.33
11969, 85, 28.33
11970, 85, 28.33
11971, 85, 28.33
11972, 87, 29.00
11973, 87, 29.00
11974, 85, 28.33
11975, 89, 29.67
11976, 89, 29.67
11977, 85, 28.33
11978, 87, 29.00
11979, 86, 28.67
11980, 86, 28.67
11981, 84, 28.00
11982, 88, 29.33
11983, 88, 29.33
11984, 86, 28.67
11985, 82, 27.33
11986, 86, 28.67
11987, 88, 29.33
11988, 83, 27.67
11989, 81, 27.00
11990, 83, 27.67
11991, 91, 30.33
11992, 87, 29.00
11993, 85, 28.33
11994, 85, 28.33
11995, 85, 28.33
11996, 87, 29.00
11997, 87, 29.00
11998, 89, 29.67
11999, 85, 28.33
12000, 85, 28.33
12001, 89, 29.67
12002, 83, 27.67
12003, 88, 29.33
12004, 90, 30.00
12005, 84, 28.00
12006, 88, 29.33
12007, 84, 28.00
12008, 86, 28.67
12009, 84, 28.00
12010, 86, 28.67
12011, 83, 27.67
12012, 81, 27.00
12013, 89, 29.67
12014, 85, 28.33
12015, 85, 28.33
12016, 89, 29.67
12017, 85, 28.33
12018, 83, 27.67
12019, 85, 28.33
12020, 89, 29.67
12021, 89, 29.67
12022, 89, 29.67
12023, 85, 28.33
12024, 87, 29.00
12025, 86, 28.67
12026, 84, 28.00
12027, 88, 29.33
12028, 88, 29.33
12029, 88, 29.33
12030, 82, 27.33
12031, 86, 28.67
12032, 86, 28.67
12033, 88, 29.33
12034, 83, 27.67
12035, 89, 29.67
12036, 85, 28.33
12037, 89, 29.67
12038, 87, 29.00
12039, 85, 28.33
12040, 85, 28.33
12041, 83, 27.67
12042, 85, 28.33
12043, 89, 29.67
12044, 85, 28.33
12045, 85, 28.33
12046, 89, 29.67
12047, 83, 27.67
12048, 88, 29.33
12049, 90, 30.00
12050, 84, 28.00
12051, 88, 29.33
12052, 84, 28.00
12053, 86, 28.67
12054, 84, 28.00
12055, 86, 28.67
12056, 83, 27.67
12057, 81, 27.00
12058, 83, 27.67
12059, 91, 30.33
12060, 87, 29.00
12061, 85, 28.33
12062, 85, 28.33
12063, 87, 29.00
12064, 85, 28.33
12065, 85, 28.33
12066, 89, 29.67
12067, 85, 28.33
12068, 85, 28.33
12069, 87, 29.00
12070, 86, 28.67
12071, 84, 28.00
12072, 88, 29.33
12073, 88, 29.33
12074, 88, 29.33
12075, 82, 27.33
12076, 86, 28.67
12077, 86, 28.67
12078, 85, 28.33
12079, 87, 29.00
12080, 85, 28.33
12081, 83, 27.67
12082, 89, 29.67
12083, 83, 27.67
12084, 85, 28.33
12085, 87, 29.00
12086, 87, 29.00
12087, 87, 29.00
12088, 83, 27.67
12089, 83, 27.67
12090, 85, 28.33
12091, 89, 29.67
12092, 83, 27.67
12093, 88, 29.33
12094, 90, 30.00
12095, 84, 28.00
12096, 88, 29.33
12097, 86, 28.67
12098, 82, 27.33
12099, 86, 28.67
12100, 85, 28.33
12101, 87, 29.00
12102, 89, 29.67
12103, 85, 28.33
12104, 83, 27.67
12105, 87, 29.00
12106, 89, 29.67
12107, 89, 29.67
12108, 85, 28.33
12109, 85, 28.33
12110, 89, 29.67
12111, 89, 29.67
12112, 85, 28.33
12113, 85, 28.33
12114, 87, 29.00
12115, 86, 28.67
12116, 84, 28.00
12117, 88, 29.33
12118, 88, 29.33
12119, 82, 27.33
12120, 86, 28.67
12121, 86, 28.67
12122, 86, 28.67
12123, 88, 29.33
12124, 83, 27.67
12125, 81, 27.00
12126, 89, 29.67
12127, 91, 30.33
12128, 87, 29.00
12129, 85, 28.33
12130, 85, 28.33
12131, 87, 29.00
12132, 85, 28.33
12133, 85, 28.33
12134, 89, 29.67
12135, 89, 29.67
12136, 89, 29.67
12137, 87, 29.00
12138, 83, 27.67
12139, 88, 29.33
12140, 84, 28.00
12141, 88, 29.33
12142, 88, 29.33
12143, 82, 27.33
12144, 86, 28.67
12145, 86, 28.67
12146, 88, 29.33
12147, 83, 27.67
12148, 81, 27.00
12149, 89, 29.67
12150, 91, 30.33
12151, 89, 29.67
12152, 83, 27.67
12153, 85, 28.33
12154, 87, 29.00
12155, 85, 28.33
12156, 85, 28.33
12157, 83, 27.67
12158, 89, 29.67
12159, 85, 28.33
12160, 87, 29.00
12161, 83, 27.67
12162, 88, 29.33
12163, 90, 30.00
12164, 86, 28.67
12165, 84, 28.00
12166, 82, 27.33
12167, 86, 28.67
12168, 86, 28.67
12169, 86, 28.67
12170, 88, 29.33
12171, 83, 27.67
12172, 81, 27.00
12173, 89, 29.67
12174, 91, 30.33
12175, 87, 29.00
12176, 85, 28.33
12177, 85, 28.33
12178, 87, 29.00
12179, 85, 28.33
12180, 85, 28.33
12181, 89, 29.67
12182, 85, 28.33
12183, 85, 28.33
12184, 87, 29.00
12185, 86, 28.67
12186, 86, 28.67
12187, 98, 32.67
12188, 85, 28.33
12189, 85, 28.33
12190, 85, 28.33
12191, 86, 28.67
12192, 84, 28.00
12193, 88, 29.33
12194, 88, 29.33
12195, 88, 29.33
12196, 84, 28.00
12197, 86, 28.67
12198, 86, 28.67
12199, 86, 28.67
12200, 85, 28.33
12201, 87, 29.00
12202, 89, 29.67
12203, 85, 28.33
12204, 83, 27.67
12205, 87, 29.00
12206, 89, 29.67
12207, 89, 29.67
12208, 87, 29.00
12209, 85, 28.33
12210, 85, 28.33
12211, 83, 27.67
12212, 89, 29.67
12213, 85, 28.33
12214, 87, 29.00
12215, 83, 27.67
12216, 88, 29.33
12217, 90, 30.00
12218, 86, 28.67
12219, 84, 28.00
12220, 82, 27.33
12221, 86, 28.67
12222, 86, 28.67
12223, 86, 28.67
12224, 87, 29.00
12225, 87, 29.00
12226, 85, 28.33
12227, 83, 27.67
12228, 83, 27.67
12229, 87, 29.00
12230, 83, 27.67
12231, 85, 28.33
12232, 85, 28.33
12233, 83, 27.67
12234, 87, 29.00
12235, 89, 29.67
12236, 85, 28.33
12237, 85, 28.33
12238, 85, 28.33
12239, 85, 28.33
12240, 86, 28.67
12241, 84, 28.00
12242, 88, 29.33
12243, 88, 29.33
12244, 88, 29.33
12245, 82, 27.33
12246, 86, 28.67
12247, 86, 28.67
12248, 88, 29.33
12249, 87, 29.00
12250, 87, 29.00
12251, 89, 29.67
12252, 89, 29.67
12253, 91, 30.33
12254, 89, 29.67
12255, 87, 29.00
12256, 89, 29.67
12257, 85, 28.33
12258, 83, 27.67
12259, 85, 28.33
12260, 89, 29.67
12261, 89, 29.67
12262, 89, 29.67
12263, 85, 28.33
12264, 87, 29.00
12265, 83, 27.67
12266, 88, 29.33
12267, 88, 29.33
12268, 86, 28.67
12269, 82, 27.33
12270, 84, 28.00
12271, 86, 28.67
12272, 86, 28.67
12273, 86, 28.67
12274, 88, 29.33
12275, 83, 27.67
12276, 89, 29.67
12277, 89, 29.67
12278, 85, 28.33
12279, 85, 28.33
12280, 85, 28.33
12281, 85, 28.33
12282, 85, 28.33
12283, 87, 29.00
12284, 87, 29.00
12285, 89, 29.67
12286, 89, 29.67
12287, 89, 29.67
12288, 89, 29.67
12289, 89, 29.67
12290, 85, 28.33
12291, 86, 28.67
12292, 84, 28.00
12293, 88, 29.33
12294, 88, 29.33
12295, 86, 28.67
12296, 84, 28.00
12297, 86, 28.67
12298, 86, 28.67
12299, 86, 28.67
12300, 88, 29.33
12301, 83, 27.67
12302, 81, 27.00
12303, 83, 27.67
12304, 91, 30.33
12305, 89, 29.67
12306, 87, 29.00
12307, 89, 29.67
12308, 89, 29.67
12309, 85, 28.33
12310, 85, 28.33
12311, 85, 28.33
12312, 83, 27.67
12313, 89, 29.67
12314, 89, 29.67
12315, 89, 29.67
12316, 83, 27.67
12317, 88, 29.33
12318, 88, 29.33
12319, 88, 29.33
12320, 88, 29.33
12321, 88, 29.33
12322, 84, 28.00
12323, 86, 28.67
12324, 86, 28.67
12325, 86, 28.67
12326, 88, 29.33
12327, 83, 27.67
12328, 81, 27.00
12329, 83, 27.67
12330, 91, 30.33
12331, 89, 29.67
12332, 87, 29.00
12333, 89, 29.67
12334, 85, 28.33
12335, 83, 27.67
12336, 85, 28.33
12337, 85, 28.33
12338, 83, 27.67
12339, 83, 27.67
12340, 85, 28.33
12341, 89, 29.67
12342, 85, 28.33
12343, 86, 28.67
12344, 86, 28.67
12345, 88, 29.33
12346, 84, 28.00
12347, 208, 69.33
12348, 86, 28.67
12349, 86, 28.67
12350, 88, 29.33
12351, 83, 27.67
12352, 81, 27.00
12353, 83, 27.67
12354, 83, 27.67
12355, 89, 29.67
12356, 85, 28.33
12357, 89, 29.67
12358, 89, 29.67
12359, 87, 29.00
12360, 87, 29.00
12361, 87, 29.00
12362, 89, 29.67
12363, 89, 29.67
12364, 89, 29.67
12365, 85, 28.33
12366, 89, 29.67
12367, 85, 28.33
12368, 86, 28.67
12369, 86, 28.67
12370, 88, 29.33
12371, 86, 28.67
12372, 84, 28.00
12373, 86, 28.67
12374, 86, 28.67
12375, 84, 28.00
12376, 84, 28.00
12377, 86, 28.67
12378, 88, 29.33
12379, 83, 27.67
12380, 81, 27.00
12381, 83, 27.67
12382, 83, 27.67
12383, 89, 29.67
12384, 87, 29.00
12385, 89, 29.67
12386, 89, 29.67
12387, 87, 29.00
12388, 87, 29.00
12389, 87, 29.00
12390, 89, 29.67
12391, 89, 29.67
12392, 83, 27.67
12393, 85, 28.33
12394, 85, 28.33
12395, 87, 29.00
12396, 86, 28.67
12397, 86, 28.67
12398, 88, 29.33
12399, 86, 28.67
12400, 84, 28.00
12401, 86, 28.67
12402, 82, 27.33
12403, 86, 28.67
12404, 86, 28.67
12405, 88, 29.33
12406, 90, 30.00
12407, 83, 27.67
12408, 81, 27.00
12409, 89, 29.67
12410, 91, 30.33
12411, 89, 29.67
12412, 87, 29.00
12413, 85, 28.33
12414, 85, 28.33
12415, 83, 27.67
12416, 85, 28.33
12417, 85, 28.33
12418, 83, 27.67
12419, 89, 29.67
12420, 89, 29.67
12421, 87, 29.00
12422, 83, 27.67
12423, 88, 29.33
12424, 88, 29.33
12425, 88, 29.33
12426, 88, 29.33
12427, 86, 28.67
12428, 86, 28.67
12429, 84, 28.00
12430, 82, 27.33
12431, 88, 29.33
12432, 87, 29.00
12433, 87, 29.00
12434, 89, 29.67
12435, 89, 29.67
12436, 91, 30.33
12437, 89, 29.67
12438, 87, 29.00
12439, 89, 29.67
12440, 85, 28.33
12441, 83, 27.67
12442, 85, 28.33
12443, 89, 29.67
12444, 89, 29.67
12445, 89, 29.67
12446, 89, 29.67
12447, 89, 29.67
12448, 85, 28.33
12449, 86, 28.67
