Messung,Latenz_tz, Latenz_ns
90948, 88, 29.33
90949, 90, 30.00
90950, 90, 30.00
90951, 91, 30.33
90952, 91, 30.33
90953, 91, 30.33
90954, 91, 30.33
90955, 91, 30.33
90956, 91, 30.33
90957, 91, 30.33
90958, 93, 31.00
90959, 91, 30.33
90960, 87, 29.00
90961, 92, 30.67
90962, 88, 29.33
90963, 86, 28.67
90964, 94, 31.33
90965, 88, 29.33
90966, 92, 30.67
90967, 88, 29.33
90968, 94, 31.33
90969, 85, 28.33
90970, 91, 30.33
90971, 91, 30.33
90972, 91, 30.33
90973, 91, 30.33
90974, 91, 30.33
90975, 91, 30.33
90976, 93, 31.00
90977, 85, 28.33
90978, 91, 30.33
90979, 85, 28.33
90980, 90, 30.00
90981, 86, 28.67
90982, 92, 30.67
90983, 88, 29.33
90984, 90, 30.00
90985, 86, 28.67
90986, 88, 29.33
90987, 94, 31.33
90988, 89, 29.67
90989, 91, 30.33
90990, 87, 29.00
90991, 91, 30.33
90992, 91, 30.33
90993, 89, 29.67
90994, 91, 30.33
90995, 93, 31.00
90996, 91, 30.33
90997, 91, 30.33
90998, 90, 30.00
90999, 92, 30.67
91000, 88, 29.33
91001, 92, 30.67
91002, 88, 29.33
91003, 92, 30.67
91004, 88, 29.33
91005, 94, 31.33
91006, 91, 30.33
91007, 91, 30.33
91008, 91, 30.33
91009, 91, 30.33
91010, 91, 30.33
91011, 89, 29.67
91012, 91, 30.33
91013, 93, 31.00
91014, 91, 30.33
91015, 92, 30.67
91016, 88, 29.33
91017, 90, 30.00
91018, 90, 30.00
91019, 92, 30.67
91020, 88, 29.33
91021, 90, 30.00
91022, 88, 29.33
91023, 91, 30.33
91024, 91, 30.33
91025, 93, 31.00
91026, 91, 30.33
91027, 87, 29.00
91028, 91, 30.33
91029, 91, 30.33
91030, 93, 31.00
91031, 91, 30.33
91032, 91, 30.33
91033, 90, 30.00
91034, 92, 30.67
91035, 360, 120.00
91036, 89, 29.67
91037, 91, 30.33
91038, 87, 29.00
91039, 91, 30.33
91040, 91, 30.33
91041, 89, 29.67
91042, 87, 29.00
91043, 91, 30.33
91044, 91, 30.33
91045, 91, 30.33
91046, 90, 30.00
91047, 92, 30.67
91048, 92, 30.67
91049, 88, 29.33
91050, 92, 30.67
91051, 90, 30.00
91052, 73, 24.33
91053, 90, 30.00
91054, 91, 30.33
91055, 91, 30.33
91056, 91, 30.33
91057, 91, 30.33
91058, 91, 30.33
91059, 91, 30.33
91060, 91, 30.33
91061, 87, 29.00
91062, 91, 30.33
91063, 87, 29.00
91064, 92, 30.67
91065, 88, 29.33
91066, 90, 30.00
91067, 90, 30.00
91068, 94, 31.33
91069, 88, 29.33
91070, 92, 30.67
91071, 92, 30.67
91072, 91, 30.33
91073, 91, 30.33
91074, 87, 29.00
91075, 91, 30.33
91076, 87, 29.00
91077, 91, 30.33
91078, 87, 29.00
91079, 91, 30.33
91080, 91, 30.33
91081, 91, 30.33
91082, 90, 30.00
91083, 92, 30.67
91084, 88, 29.33
91085, 92, 30.67
91086, 88, 29.33
91087, 92, 30.67
91088, 88, 29.33
91089, 94, 31.33
91090, 91, 30.33
91091, 91, 30.33
91092, 91, 30.33
91093, 91, 30.33
91094, 91, 30.33
91095, 89, 29.67
91096, 93, 31.00
91097, 91, 30.33
91098, 93, 31.00
91099, 91, 30.33
91100, 94, 31.33
91101, 88, 29.33
91102, 94, 31.33
91103, 90, 30.00
91104, 94, 31.33
91105, 88, 29.33
91106, 92, 30.67
91107, 92, 30.67
91108, 91, 30.33
91109, 91, 30.33
91110, 93, 31.00
91111, 91, 30.33
91112, 93, 31.00
91113, 91, 30.33
91114, 93, 31.00
91115, 87, 29.00
91116, 91, 30.33
91117, 87, 29.00
91118, 92, 30.67
91119, 88, 29.33
91120, 94, 31.33
91121, 90, 30.00
91122, 88, 29.33
91123, 92, 30.67
91124, 90, 30.00
91125, 90, 30.00
91126, 91, 30.33
91127, 91, 30.33
91128, 91, 30.33
91129, 91, 30.33
91130, 85, 28.33
91131, 91, 30.33
91132, 89, 29.67
91133, 91, 30.33
91134, 85, 28.33
91135, 91, 30.33
91136, 85, 28.33
91137, 90, 30.00
91138, 92, 30.67
91139, 92, 30.67
91140, 88, 29.33
91141, 90, 30.00
91142, 86, 28.67
91143, 92, 30.67
91144, 90, 30.00
91145, 89, 29.67
91146, 91, 30.33
91147, 91, 30.33
91148, 91, 30.33
91149, 91, 30.33
91150, 89, 29.67
91151, 87, 29.00
91152, 91, 30.33
91153, 93, 31.00
91154, 91, 30.33
91155, 94, 31.33
91156, 90, 30.00
91157, 90, 30.00
91158, 90, 30.00
91159, 94, 31.33
91160, 88, 29.33
91161, 92, 30.67
91162, 88, 29.33
91163, 91, 30.33
91164, 91, 30.33
91165, 87, 29.00
91166, 91, 30.33
91167, 91, 30.33
91168, 91, 30.33
91169, 87, 29.00
91170, 91, 30.33
91171, 85, 28.33
91172, 91, 30.33
91173, 91, 30.33
91174, 90, 30.00
91175, 90, 30.00
91176, 90, 30.00
91177, 92, 30.67
91178, 90, 30.00
91179, 88, 29.33
91180, 88, 29.33
91181, 94, 31.33
91182, 90, 30.00
91183, 91, 30.33
91184, 91, 30.33
91185, 87, 29.00
91186, 91, 30.33
91187, 87, 29.00
91188, 91, 30.33
91189, 93, 31.00
91190, 87, 29.00
91191, 91, 30.33
91192, 87, 29.00
91193, 92, 30.67
91194, 88, 29.33
91195, 161, 53.67
91196, 90, 30.00
91197, 88, 29.33
91198, 85, 28.33
91199, 89, 29.67
91200, 89, 29.67
91201, 89, 29.67
91202, 89, 29.67
91203, 85, 28.33
91204, 87, 29.00
91205, 91, 30.33
91206, 87, 29.00
91207, 91, 30.33
91208, 87, 29.00
91209, 90, 30.00
91210, 84, 28.00
91211, 86, 28.67
91212, 90, 30.00
91213, 86, 28.67
91214, 88, 29.33
91215, 86, 28.67
91216, 86, 28.67
91217, 87, 29.00
91218, 91, 30.33
91219, 87, 29.00
91220, 89, 29.67
91221, 85, 28.33
91222, 91, 30.33
91223, 83, 27.67
91224, 89, 29.67
91225, 91, 30.33
91226, 91, 30.33
91227, 89, 29.67
91228, 87, 29.00
91229, 90, 30.00
91230, 86, 28.67
91231, 90, 30.00
91232, 86, 28.67
91233, 86, 28.67
91234, 88, 29.33
91235, 88, 29.33
91236, 83, 27.67
91237, 91, 30.33
91238, 85, 28.33
91239, 89, 29.67
91240, 85, 28.33
91241, 91, 30.33
91242, 87, 29.00
91243, 91, 30.33
91244, 87, 29.00
91245, 91, 30.33
91246, 83, 27.67
91247, 87, 29.00
91248, 90, 30.00
91249, 86, 28.67
91250, 86, 28.67
91251, 90, 30.00
91252, 88, 29.33
91253, 84, 28.00
91254, 92, 30.67
91255, 88, 29.33
91256, 85, 28.33
91257, 89, 29.67
91258, 89, 29.67
91259, 89, 29.67
91260, 89, 29.67
91261, 85, 28.33
91262, 87, 29.00
91263, 91, 30.33
91264, 83, 27.67
91265, 91, 30.33
91266, 89, 29.67
91267, 83, 27.67
91268, 88, 29.33
91269, 90, 30.00
91270, 88, 29.33
91271, 88, 29.33
91272, 88, 29.33
91273, 84, 28.00
91274, 92, 30.67
91275, 88, 29.33
91276, 85, 28.33
91277, 89, 29.67
91278, 85, 28.33
91279, 89, 29.67
91280, 85, 28.33
91281, 89, 29.67
91282, 89, 29.67
91283, 85, 28.33
91284, 87, 29.00
91285, 91, 30.33
91286, 87, 29.00
91287, 90, 30.00
91288, 84, 28.00
91289, 92, 30.67
91290, 86, 28.67
91291, 86, 28.67
91292, 90, 30.00
91293, 86, 28.67
91294, 86, 28.67
91295, 87, 29.00
91296, 91, 30.33
91297, 85, 28.33
91298, 89, 29.67
91299, 89, 29.67
91300, 85, 28.33
91301, 89, 29.67
91302, 89, 29.67
91303, 85, 28.33
91304, 87, 29.00
91305, 91, 30.33
91306, 83, 27.67
91307, 87, 29.00
91308, 90, 30.00
91309, 86, 28.67
91310, 86, 28.67
91311, 90, 30.00
91312, 88, 29.33
91313, 84, 28.00
91314, 90, 30.00
91315, 88, 29.33
91316, 85, 28.33
91317, 87, 29.00
91318, 87, 29.00
91319, 89, 29.67
91320, 85, 28.33
91321, 91, 30.33
91322, 87, 29.00
91323, 85, 28.33
91324, 85, 28.33
91325, 87, 29.00
91326, 91, 30.33
91327, 89, 29.67
91328, 83, 27.67
91329, 88, 29.33
91330, 88, 29.33
91331, 92, 30.67
91332, 86, 28.67
91333, 86, 28.67
91334, 86, 28.67
91335, 88, 29.33
91336, 86, 28.67
91337, 87, 29.00
91338, 91, 30.33
91339, 85, 28.33
91340, 89, 29.67
91341, 89, 29.67
91342, 85, 28.33
91343, 89, 29.67
91344, 89, 29.67
91345, 91, 30.33
91346, 83, 27.67
91347, 91, 30.33
91348, 83, 27.67
91349, 83, 27.67
91350, 88, 29.33
91351, 90, 30.00
91352, 88, 29.33
91353, 86, 28.67
91354, 92, 30.67
91355, 84, 28.00
91356, 92, 30.67
91357, 88, 29.33
91358, 87, 29.00
91359, 87, 29.00
91360, 87, 29.00
91361, 89, 29.67
91362, 85, 28.33
91363, 91, 30.33
91364, 87, 29.00
91365, 89, 29.67
91366, 85, 28.33
91367, 87, 29.00
91368, 91, 30.33
91369, 83, 27.67
91370, 90, 30.00
91371, 84, 28.00
91372, 86, 28.67
91373, 90, 30.00
91374, 86, 28.67
91375, 86, 28.67
91376, 86, 28.67
91377, 92, 30.67
91378, 88, 29.33
91379, 91, 30.33
91380, 89, 29.67
91381, 85, 28.33
91382, 85, 28.33
91383, 87, 29.00
91384, 91, 30.33
91385, 87, 29.00
91386, 91, 30.33
91387, 87, 29.00
91388, 91, 30.33
91389, 83, 27.67
91390, 87, 29.00
91391, 90, 30.00
91392, 86, 28.67
91393, 90, 30.00
91394, 86, 28.67
91395, 86, 28.67
91396, 88, 29.33
91397, 88, 29.33
91398, 88, 29.33
91399, 85, 28.33
91400, 89, 29.67
91401, 89, 29.67
91402, 85, 28.33
91403, 87, 29.00
91404, 91, 30.33
91405, 83, 27.67
91406, 85, 28.33
91407, 89, 29.67
91408, 85, 28.33
91409, 89, 29.67
91410, 89, 29.67
91411, 88, 29.33
91412, 86, 28.67
91413, 88, 29.33
91414, 86, 28.67
91415, 90, 30.00
91416, 84, 28.00
91417, 88, 29.33
91418, 92, 30.67
91419, 87, 29.00
91420, 89, 29.67
91421, 89, 29.67
91422, 89, 29.67
91423, 85, 28.33
91424, 91, 30.33
91425, 83, 27.67
91426, 89, 29.67
91427, 91, 30.33
91428, 85, 28.33
91429, 89, 29.67
91430, 83, 27.67
91431, 88, 29.33
91432, 90, 30.00
91433, 88, 29.33
91434, 88, 29.33
91435, 86, 28.67
91436, 88, 29.33
91437, 86, 28.67
91438, 83, 27.67
91439, 91, 30.33
91440, 85, 28.33
91441, 89, 29.67
91442, 85, 28.33
91443, 91, 30.33
91444, 87, 29.00
91445, 89, 29.67
91446, 91, 30.33
91447, 85, 28.33
91448, 89, 29.67
91449, 89, 29.67
91450, 88, 29.33
91451, 90, 30.00
91452, 88, 29.33
91453, 88, 29.33
91454, 88, 29.33
91455, 86, 28.67
91456, 88, 29.33
91457, 83, 27.67
91458, 91, 30.33
91459, 89, 29.67
91460, 85, 28.33
91461, 89, 29.67
91462, 85, 28.33
91463, 89, 29.67
91464, 85, 28.33
91465, 89, 29.67
91466, 85, 28.33
91467, 89, 29.67
91468, 89, 29.67
91469, 88, 29.33
91470, 90, 30.00
91471, 90, 30.00
91472, 86, 28.67
91473, 88, 29.33
91474, 86, 28.67
91475, 90, 30.00
91476, 87, 29.00
91477, 89, 29.67
91478, 89, 29.67
91479, 85, 28.33
91480, 85, 28.33
91481, 91, 30.33
91482, 87, 29.00
91483, 75, 25.00
91484, 83, 27.67
91485, 89, 29.67
91486, 91, 30.33
91487, 93, 31.00
91488, 91, 30.33
91489, 94, 31.33
91490, 86, 28.67
91491, 92, 30.67
91492, 88, 29.33
91493, 92, 30.67
91494, 91, 30.33
91495, 87, 29.00
91496, 91, 30.33
91497, 87, 29.00
91498, 91, 30.33
91499, 93, 31.00
91500, 83, 27.67
91501, 90, 30.00
91502, 84, 28.00
91503, 92, 30.67
91504, 86, 28.67
91505, 86, 28.67
91506, 88, 29.33
91507, 86, 28.67
91508, 86, 28.67
91509, 87, 29.00
91510, 87, 29.00
91511, 87, 29.00
91512, 89, 29.67
91513, 89, 29.67
91514, 85, 28.33
91515, 87, 29.00
91516, 91, 30.33
91517, 87, 29.00
91518, 91, 30.33
91519, 87, 29.00
91520, 90, 30.00
91521, 84, 28.00
91522, 86, 28.67
91523, 90, 30.00
91524, 86, 28.67
91525, 88, 29.33
91526, 86, 28.67
91527, 86, 28.67
91528, 87, 29.00
91529, 87, 29.00
91530, 87, 29.00
91531, 89, 29.67
91532, 89, 29.67
91533, 89, 29.67
91534, 89, 29.67
91535, 85, 28.33
91536, 87, 29.00
91537, 87, 29.00
91538, 87, 29.00
91539, 88, 29.33
91540, 90, 30.00
91541, 90, 30.00
91542, 86, 28.67
91543, 88, 29.33
91544, 90, 30.00
91545, 88, 29.33
91546, 85, 28.33
91547, 197, 65.67
91548, 92, 30.67
91549, 88, 29.33
91550, 94, 31.33
91551, 85, 28.33
91552, 91, 30.33
91553, 87, 29.00
91554, 91, 30.33
91555, 85, 28.33
91556, 91, 30.33
91557, 89, 29.67
91558, 91, 30.33
91559, 93, 31.00
91560, 91, 30.33
91561, 85, 28.33
91562, 90, 30.00
91563, 86, 28.67
91564, 92, 30.67
91565, 88, 29.33
91566, 92, 30.67
91567, 86, 28.67
91568, 88, 29.33
91569, 94, 31.33
91570, 91, 30.33
91571, 91, 30.33
91572, 93, 31.00
91573, 91, 30.33
91574, 93, 31.00
91575, 91, 30.33
91576, 93, 31.00
91577, 91, 30.33
91578, 93, 31.00
91579, 91, 30.33
91580, 94, 31.33
91581, 90, 30.00
91582, 90, 30.00
91583, 92, 30.67
91584, 88, 29.33
91585, 92, 30.67
91586, 88, 29.33
91587, 94, 31.33
91588, 89, 29.67
91589, 91, 30.33
91590, 91, 30.33
91591, 91, 30.33
91592, 87, 29.00
91593, 91, 30.33
91594, 91, 30.33
91595, 85, 28.33
91596, 91, 30.33
91597, 85, 28.33
91598, 90, 30.00
91599, 86, 28.67
91600, 88, 29.33
91601, 92, 30.67
91602, 88, 29.33
91603, 92, 30.67
91604, 92, 30.67
91605, 90, 30.00
91606, 91, 30.33
91607, 91, 30.33
91608, 91, 30.33
91609, 85, 28.33
91610, 91, 30.33
91611, 87, 29.00
91612, 91, 30.33
91613, 91, 30.33
91614, 91, 30.33
91615, 92, 30.67
91616, 88, 29.33
91617, 90, 30.00
91618, 90, 30.00
91619, 92, 30.67
91620, 88, 29.33
91621, 92, 30.67
91622, 92, 30.67
91623, 91, 30.33
91624, 91, 30.33
91625, 91, 30.33
91626, 91, 30.33
91627, 91, 30.33
91628, 93, 31.00
91629, 91, 30.33
91630, 89, 29.67
91631, 91, 30.33
91632, 94, 31.33
91633, 90, 30.00
91634, 88, 29.33
91635, 92, 30.67
91636, 88, 29.33
91637, 92, 30.67
91638, 92, 30.67
91639, 90, 30.00
91640, 91, 30.33
91641, 87, 29.00
91642, 91, 30.33
91643, 91, 30.33
91644, 91, 30.33
91645, 91, 30.33
91646, 87, 29.00
91647, 91, 30.33
91648, 87, 29.00
91649, 92, 30.67
91650, 90, 30.00
91651, 90, 30.00
91652, 92, 30.67
91653, 90, 30.00
91654, 90, 30.00
91655, 90, 30.00
91656, 92, 30.67
91657, 91, 30.33
91658, 91, 30.33
91659, 87, 29.00
91660, 91, 30.33
91661, 87, 29.00
91662, 91, 30.33
91663, 87, 29.00
91664, 91, 30.33
91665, 93, 31.00
91666, 91, 30.33
91667, 90, 30.00
91668, 90, 30.00
91669, 90, 30.00
91670, 92, 30.67
91671, 90, 30.00
91672, 90, 30.00
91673, 88, 29.33
91674, 94, 31.33
91675, 91, 30.33
91676, 91, 30.33
91677, 93, 31.00
91678, 91, 30.33
91679, 87, 29.00
91680, 91, 30.33
91681, 87, 29.00
91682, 91, 30.33
91683, 89, 29.67
91684, 91, 30.33
91685, 90, 30.00
91686, 90, 30.00
91687, 90, 30.00
91688, 92, 30.67
91689, 90, 30.00
91690, 90, 30.00
91691, 90, 30.00
91692, 92, 30.67
91693, 91, 30.33
91694, 91, 30.33
91695, 91, 30.33
91696, 91, 30.33
91697, 91, 30.33
91698, 89, 29.67
91699, 91, 30.33
91700, 93, 31.00
91701, 91, 30.33
91702, 91, 30.33
91703, 90, 30.00
91704, 86, 28.67
91705, 92, 30.67
91706, 88, 29.33
91707, 175, 58.33
91708, 89, 29.67
91709, 91, 30.33
91710, 83, 27.67
91711, 89, 29.67
91712, 83, 27.67
91713, 91, 30.33
91714, 83, 27.67
91715, 90, 30.00
91716, 84, 28.00
91717, 86, 28.67
91718, 90, 30.00
91719, 86, 28.67
91720, 88, 29.33
91721, 86, 28.67
91722, 86, 28.67
91723, 87, 29.00
91724, 91, 30.33
91725, 87, 29.00
91726, 89, 29.67
91727, 87, 29.00
91728, 91, 30.33
91729, 87, 29.00
91730, 91, 30.33
91731, 87, 29.00
91732, 87, 29.00
91733, 87, 29.00
91734, 90, 30.00
91735, 86, 28.67
91736, 88, 29.33
91737, 88, 29.33
91738, 88, 29.33
91739, 86, 28.67
91740, 88, 29.33
91741, 87, 29.00
91742, 91, 30.33
91743, 85, 28.33
91744, 89, 29.67
91745, 89, 29.67
91746, 91, 30.33
91747, 87, 29.00
91748, 85, 28.33
91749, 89, 29.67
91750, 89, 29.67
91751, 87, 29.00
91752, 87, 29.00
91753, 90, 30.00
91754, 84, 28.00
91755, 92, 30.67
91756, 88, 29.33
91757, 88, 29.33
91758, 86, 28.67
91759, 88, 29.33
91760, 87, 29.00
91761, 87, 29.00
91762, 87, 29.00
91763, 89, 29.67
91764, 85, 28.33
91765, 91, 30.33
91766, 83, 27.67
91767, 89, 29.67
91768, 83, 27.67
91769, 91, 30.33
91770, 89, 29.67
91771, 87, 29.00
91772, 90, 30.00
91773, 86, 28.67
91774, 86, 28.67
91775, 90, 30.00
91776, 86, 28.67
91777, 88, 29.33
91778, 88, 29.33
91779, 88, 29.33
91780, 91, 30.33
91781, 89, 29.67
91782, 85, 28.33
91783, 89, 29.67
91784, 89, 29.67
91785, 89, 29.67
91786, 85, 28.33
91787, 89, 29.67
91788, 85, 28.33
91789, 89, 29.67
91790, 89, 29.67
91791, 88, 29.33
91792, 90, 30.00
91793, 88, 29.33
91794, 86, 28.67
91795, 92, 30.67
91796, 84, 28.00
91797, 92, 30.67
91798, 83, 27.67
91799, 91, 30.33
91800, 89, 29.67
91801, 89, 29.67
91802, 89, 29.67
91803, 85, 28.33
91804, 91, 30.33
91805, 83, 27.67
91806, 89, 29.67
91807, 91, 30.33
91808, 85, 28.33
91809, 89, 29.67
91810, 89, 29.67
91811, 88, 29.33
91812, 86, 28.67
91813, 88, 29.33
91814, 88, 29.33
91815, 88, 29.33
91816, 84, 28.00
91817, 92, 30.67
91818, 83, 27.67
91819, 91, 30.33
91820, 89, 29.67
91821, 85, 28.33
91822, 89, 29.67
91823, 89, 29.67
91824, 85, 28.33
91825, 87, 29.00
91826, 91, 30.33
91827, 87, 29.00
91828, 91, 30.33
91829, 83, 27.67
91830, 90, 30.00
91831, 84, 28.00
91832, 86, 28.67
91833, 90, 30.00
91834, 86, 28.67
91835, 86, 28.67
91836, 88, 29.33
91837, 86, 28.67
91838, 87, 29.00
91839, 91, 30.33
91840, 85, 28.33
91841, 89, 29.67
91842, 85, 28.33
91843, 91, 30.33
91844, 87, 29.00
91845, 91, 30.33
91846, 87, 29.00
91847, 91, 30.33
91848, 83, 27.67
91849, 87, 29.00
91850, 90, 30.00
91851, 86, 28.67
91852, 86, 28.67
91853, 90, 30.00
91854, 88, 29.33
91855, 84, 28.00
91856, 92, 30.67
91857, 88, 29.33
91858, 85, 28.33
91859, 89, 29.67
91860, 89, 29.67
91861, 85, 28.33
91862, 87, 29.00
91863, 91, 30.33
91864, 87, 29.00
91865, 89, 29.67
91866, 91, 30.33
91867, 89, 29.67
91868, 89, 29.67
91869, 89, 29.67
91870, 88, 29.33
91871, 84, 28.00
91872, 88, 29.33
91873, 90, 30.00
91874, 86, 28.67
91875, 88, 29.33
91876, 86, 28.67
91877, 86, 28.67
91878, 87, 29.00
91879, 91, 30.33
91880, 85, 28.33
91881, 89, 29.67
91882, 89, 29.67
91883, 89, 29.67
91884, 85, 28.33
91885, 87, 29.00
91886, 91, 30.33
91887, 83, 27.67
91888, 91, 30.33
91889, 89, 29.67
91890, 83, 27.67
91891, 88, 29.33
91892, 88, 29.33
91893, 88, 29.33
91894, 90, 30.00
91895, 86, 28.67
91896, 86, 28.67
91897, 88, 29.33
91898, 86, 28.67
91899, 87, 29.00
91900, 87, 29.00
91901, 85, 28.33
91902, 89, 29.67
91903, 89, 29.67
91904, 89, 29.67
91905, 85, 28.33
91906, 87, 29.00
91907, 91, 30.33
91908, 87, 29.00
91909, 91, 30.33
91910, 83, 27.67
91911, 83, 27.67
91912, 88, 29.33
91913, 88, 29.33
91914, 92, 30.67
91915, 86, 28.67
91916, 86, 28.67
91917, 90, 30.00
91918, 86, 28.67
91919, 90, 30.00
91920, 87, 29.00
91921, 87, 29.00
91922, 87, 29.00
91923, 89, 29.67
91924, 85, 28.33
91925, 85, 28.33
91926, 89, 29.67
91927, 89, 29.67
91928, 85, 28.33
91929, 87, 29.00
91930, 91, 30.33
91931, 83, 27.67
91932, 87, 29.00
91933, 90, 30.00
91934, 86, 28.67
91935, 90, 30.00
91936, 86, 28.67
91937, 86, 28.67
91938, 88, 29.33
91939, 86, 28.67
91940, 87, 29.00
91941, 87, 29.00
91942, 87, 29.00
91943, 89, 29.67
91944, 87, 29.00
91945, 91, 30.33
91946, 87, 29.00
91947, 85, 28.33
91948, 89, 29.67
91949, 89, 29.67
91950, 87, 29.00
91951, 87, 29.00
91952, 88, 29.33
91953, 84, 28.00
91954, 86, 28.67
91955, 86, 28.67
91956, 90, 30.00
91957, 88, 29.33
91958, 84, 28.00
91959, 92, 30.67
91960, 88, 29.33
91961, 85, 28.33
91962, 89, 29.67
91963, 89, 29.67
91964, 89, 29.67
91965, 85, 28.33
91966, 85, 28.33
91967, 87, 29.00
91968, 91, 30.33
91969, 87, 29.00
91970, 91, 30.33
91971, 83, 27.67
91972, 87, 29.00
91973, 90, 30.00
91974, 86, 28.67
91975, 86, 28.67
91976, 90, 30.00
91977, 86, 28.67
91978, 88, 29.33
91979, 88, 29.33
91980, 83, 27.67
91981, 91, 30.33
91982, 89, 29.67
91983, 85, 28.33
91984, 89, 29.67
91985, 89, 29.67
91986, 91, 30.33
91987, 87, 29.00
91988, 91, 30.33
91989, 87, 29.00
91990, 91, 30.33
91991, 83, 27.67
91992, 87, 29.00
91993, 90, 30.00
91994, 86, 28.67
91995, 90, 30.00
91996, 86, 28.67
91997, 86, 28.67
91998, 88, 29.33
91999, 88, 29.33
92000, 83, 27.67
92001, 91, 30.33
92002, 89, 29.67
92003, 85, 28.33
92004, 89, 29.67
92005, 85, 28.33
92006, 89, 29.67
92007, 85, 28.33
92008, 89, 29.67
92009, 85, 28.33
92010, 89, 29.67
92011, 83, 27.67
92012, 88, 29.33
92013, 86, 28.67
92014, 86, 28.67
92015, 90, 30.00
92016, 86, 28.67
92017, 88, 29.33
92018, 88, 29.33
92019, 88, 29.33
92020, 85, 28.33
92021, 89, 29.67
92022, 89, 29.67
92023, 89, 29.67
92024, 89, 29.67
92025, 89, 29.67
92026, 89, 29.67
92027, 85, 28.33
92028, 87, 29.00
92029, 87, 29.00
92030, 87, 29.00
92031, 88, 29.33
92032, 90, 30.00
92033, 88, 29.33
92034, 86, 28.67
92035, 92, 30.67
92036, 84, 28.00
92037, 92, 30.67
92038, 83, 27.67
92039, 91, 30.33
92040, 89, 29.67
92041, 89, 29.67
92042, 89, 29.67
92043, 85, 28.33
92044, 89, 29.67
92045, 89, 29.67
92046, 85, 28.33
92047, 87, 29.00
92048, 91, 30.33
92049, 87, 29.00
92050, 90, 30.00
92051, 86, 28.67
92052, 88, 29.33
92053, 86, 28.67
92054, 92, 30.67
92055, 84, 28.00
92056, 92, 30.67
92057, 88, 29.33
92058, 91, 30.33
92059, 373, 124.33
92060, 90, 30.00
92061, 86, 28.67
92062, 90, 30.00
92063, 86, 28.67
92064, 88, 29.33
92065, 86, 28.67
92066, 90, 30.00
92067, 87, 29.00
92068, 89, 29.67
92069, 89, 29.67
92070, 85, 28.33
92071, 87, 29.00
92072, 91, 30.33
92073, 87, 29.00
92074, 91, 30.33
92075, 87, 29.00
92076, 91, 30.33
92077, 83, 27.67
92078, 90, 30.00
92079, 84, 28.00
92080, 90, 30.00
92081, 86, 28.67
92082, 86, 28.67
92083, 90, 30.00
92084, 86, 28.67
92085, 90, 30.00
92086, 87, 29.00
92087, 89, 29.67
92088, 89, 29.67
92089, 89, 29.67
92090, 89, 29.67
92091, 89, 29.67
92092, 89, 29.67
92093, 85, 28.33
92094, 87, 29.00
92095, 87, 29.00
92096, 87, 29.00
92097, 88, 29.33
92098, 84, 28.00
92099, 92, 30.67
92100, 86, 28.67
92101, 90, 30.00
92102, 84, 28.00
92103, 92, 30.67
92104, 83, 27.67
92105, 91, 30.33
92106, 85, 28.33
92107, 89, 29.67
92108, 89, 29.67
92109, 91, 30.33
92110, 87, 29.00
92111, 89, 29.67
92112, 91, 30.33
92113, 91, 30.33
92114, 89, 29.67
92115, 83, 27.67
92116, 88, 29.33
92117, 90, 30.00
92118, 86, 28.67
92119, 90, 30.00
92120, 86, 28.67
92121, 86, 28.67
92122, 92, 30.67
92123, 88, 29.33
92124, 91, 30.33
92125, 89, 29.67
92126, 85, 28.33
92127, 89, 29.67
92128, 85, 28.33
92129, 89, 29.67
92130, 89, 29.67
92131, 89, 29.67
92132, 89, 29.67
92133, 89, 29.67
92134, 89, 29.67
92135, 88, 29.33
92136, 86, 28.67
92137, 86, 28.67
92138, 90, 30.00
92139, 86, 28.67
92140, 88, 29.33
92141, 90, 30.00
92142, 87, 29.00
92143, 89, 29.67
92144, 85, 28.33
92145, 89, 29.67
92146, 85, 28.33
92147, 89, 29.67
92148, 85, 28.33
92149, 89, 29.67
92150, 85, 28.33
92151, 89, 29.67
92152, 87, 29.00
92153, 90, 30.00
92154, 86, 28.67
92155, 90, 30.00
92156, 90, 30.00
92157, 84, 28.00
92158, 90, 30.00
92159, 88, 29.33
92160, 91, 30.33
92161, 89, 29.67
92162, 89, 29.67
92163, 89, 29.67
92164, 91, 30.33
92165, 87, 29.00
92166, 91, 30.33
92167, 83, 27.67
92168, 91, 30.33
92169, 87, 29.00
92170, 90, 30.00
92171, 84, 28.00
92172, 92, 30.67
92173, 86, 28.67
92174, 92, 30.67
92175, 86, 28.67
92176, 88, 29.33
92177, 87, 29.00
92178, 91, 30.33
92179, 87, 29.00
92180, 89, 29.67
92181, 87, 29.00
92182, 85, 28.33
92183, 87, 29.00
92184, 85, 28.33
92185, 87, 29.00
92186, 89, 29.67
92187, 89, 29.67
92188, 88, 29.33
92189, 86, 28.67
92190, 86, 28.67
92191, 90, 30.00
92192, 88, 29.33
92193, 86, 28.67
92194, 90, 30.00
92195, 85, 28.33
92196, 89, 29.67
92197, 89, 29.67
92198, 89, 29.67
92199, 91, 30.33
92200, 87, 29.00
92201, 91, 30.33
92202, 87, 29.00
92203, 91, 30.33
92204, 83, 27.67
92205, 90, 30.00
92206, 84, 28.00
92207, 92, 30.67
92208, 86, 28.67
92209, 88, 29.33
92210, 90, 30.00
92211, 88, 29.33
92212, 92, 30.67
92213, 85, 28.33
92214, 89, 29.67
92215, 89, 29.67
92216, 89, 29.67
92217, 85, 28.33
